cohort,childid,treat,absent,absenteeism,cgender,cage
1,1643,0,14,0,1,4.28415300547
1,1644,0,5,0,1,4.50273224044
1,1657,1,15,0,0,3.84699453552
1,1713,1,25,1,1,4.47814207651
1,1714,1,12,0,1,3.89344262295
1,1715,1,8,0,0,4.43715846995
1,1716,1,2,0,0,4.33606557377
1,1732,1,5,0,1,4.27595628416
1,1839,1,5,0,0,4.14480874317
1,1840,1,5,0,0,4.61475409836
1,1870,1,3,0,1,3.40913242009
1,1871,0,15,0,0,3.04200913242
1,1873,1,5,0,0,3.59817351598
1,1875,1,6,0,1,4.29508196722
1,1898,1,10,0,1,3.39817351598
1,1899,0,18,1,0,3.9262295082
1,1901,1,4,0,0,4.38524590164
1,1912,1,4,0,1,4.43169398907
1,1913,1,20,1,1,3.61461187215
1,1914,1,9,0,0,4.5
1,1915,1,4,0,0,4.48360655738
1,1916,0,20,1,1,4.44535519126
1,1934,1,10,0,1,4.02459016394
1,1940,1,14,0,1,4.48087431694
1,1962,0,4,0,0,3.82240437159
1,2028,1,3,0,0,3.39269406393
1,2039,1,6,0,0,2.85296803653
1,2080,1,10,0,1,4.54918032787
1,2113,0,10,0,0,4.88310502283
1,2144,0,18,1,1,4.16939890711
1,2147,1,21,1,1,3.97814207651
1,2156,0,2,0,0,4.65300546448
1,2162,0,16,0,0,3.80601092896
1,2238,1,10,0,0,4.24316939891
1,2278,1,19,1,1,4.10109289618
1,2300,1,0,0,1,4.16666666667
1,2346,0,45,1,0,3.91803278689
1,2379,1,10,0,0,3.52146118722
1,2381,1,8,0,0,4.15573770492
1,2382,1,10,0,0,3.74590163935
1,2383,1,14,0,1,3.98633879782
1,2384,1,8,0,1,4.4262295082
1,2426,1,13,0,1,3.93169398907
1,2528,1,3,0,1,4.53825136612
1,2579,0,70,1,1,4.55464480875
2,2713,0,8,0,0,4.13424657534
2,2714,0,14,0,1,4.2794520548
2,2715,0,3,0,1,4.85701025526
2,2716,1,4,0,0,4.65479452055
2,2717,1,7,0,0,3.66301369863
2,2718,1,2,0,0,4.15068493151
2,2719,1,20,1,0,4.17808219178
2,2720,1,14,0,1,4.15616438356
2,2721,1,0,0,1,4.28493150685
2,2722,1,6,0,1,4.81329440827
2,2723,1,7,0,1,4.81056216783
2,2731,1,2,0,1,4.4
2,2732,1,2,0,0,4.84334905308
2,2733,1,13,0,0,4.49041095891
2,2734,1,22,1,1,4.15342465754
2,2736,0,14,0,1,4.46575342466
2,2737,0,12,0,0,4.21095890411
2,2738,0,36,1,0,4.67395014597
2,2739,0,10,0,0,4.59726027398
2,2740,1,12,0,1,4.13698630137
2,2741,1,15,0,1,4.50410958904
2,2742,1,14,0,0,4.35068493151
2,2743,1,14,0,0,4.01917808219
2,2744,1,10,0,0,4.17260273973
2,2745,1,26,1,1,4.59452054795
2,2747,1,2,0,0,4.3397260274
2,2748,1,5,0,0,4.45205479452
2,2750,1,3,0,1,4.82695561045
2,2754,1,5,0,1,4.87613593832
2,2756,1,10,0,1,3.69863013699
2,2757,1,10,0,0,4.34794520548
2,2769,0,5,0,1,4.74772063777
2,2770,0,20,1,1,4.7422561569
2,2771,0,2,0,0,4.4301369863
2,2781,1,4,0,1,4.61369863014
2,2782,1,9,0,0,4.6684856651
2,2783,1,4,0,1,3.67123287671
2,2784,1,6,0,0,4.13150684932
2,2785,0,11,0,1,4.40547945206
2,2786,0,9,0,1,3.86301369863
2,2787,0,2,0,0,3.94794520548
2,2788,0,9,0,0,4.5698630137
2,2789,0,3,0,1,4.63835616439
2,2791,0,15,0,0,3.87397260274
2,2792,0,1,0,1,4.68487910772
2,2797,0,7,0,0,4.13150684932
2,2798,0,8,0,1,4.70946927165
2,2799,0,3,0,1,4.54520547945
2,2801,1,3,0,1,4.82422337002
2,2802,1,6,0,0,4.83515233176
2,2803,1,0,0,0,4.8597424957
2,2805,0,22,1,1,4.39726027398
2,2807,1,6,0,1,3.53698630137
2,2808,1,10,0,0,4.32602739726
2,2811,1,15,0,0,3.95616438356
2,2812,1,10,0,1,4.80236544652
2,2813,1,10,0,0,3.97808219178
2,2814,1,15,0,1,3.5397260274
2,2815,1,10,0,1,3.1698630137
2,2816,1,15,0,0,4.59178082192
2,2817,1,8,0,0,4.21095890411
2,2818,1,10,0,1,3.96164383562
2,2820,0,7,0,0,4.41917808219
2,2834,1,5,0,1,3.7095890411
2,2835,1,7,0,0,3.97534246576
2,2865,0,5,0,1,4.00273972603
2,2866,0,5,0,0,4.07397260274
2,2867,0,10,0,0,4.70673703122
2,2872,1,4,0,1,4.38356164384
2,2873,1,2,0,1,4.17260273973
2,2874,1,1,0,0,4.22191780822
2,2875,1,3,0,0,4.04109589041
2,2876,1,5,0,0,4.56164383562
2,2877,1,8,0,0,4.37260273973
2,2878,1,4,0,1,4.43561643836
2,2879,1,10,0,1,4.09041095891
2,2880,1,5,0,1,4.33424657534
2,2881,1,6,0,1,4.11780821918
2,2882,1,10,0,0,4.37808219178
2,2883,1,7,0,0,4.80509768696
2,2884,0,2,0,0,3.28219178082
2,2894,0,3,0,1,4.50410958904
2,2895,0,14,0,1,4.4301369863
2,2896,0,11,0,0,3.68767123288
2,2897,0,6,0,0,4.74772063777
2,2907,1,11,0,0,4.87340369788
2,2909,1,15,0,1,4.71493375253
2,2910,1,10,0,1,4.51506849315
2,2911,1,5,0,0,4.70673703122
2,2912,1,7,0,0,4.62739726028
2,2913,1,11,0,1,4.30684931507
2,2914,1,5,0,0,4.50410958904
2,2919,1,4,0,0,3.79452054795
2,2929,0,10,0,1,4.94170970881
2,2934,0,2,0,1,4.90892282357
2,2963,0,4,0,0,4.05753424658
2,2980,0,11,0,0,4.34794520548
2,2982,0,8,0,0,4.65479452055
2,2983,0,8,0,1,4.56438356165
2,2984,0,13,0,1,4.32876712329
2,2994,0,10,0,1,3.18904109589
2,2995,0,15,0,1,4.75318511865
2,2996,0,35,1,0,3.78082191781
2,2997,0,11,0,1,4.05479452055
2,2998,0,9,0,1,4.39452054795
2,3001,0,5,0,0,4.32602739726
2,3003,0,8,0,0,4.35890410959
2,3011,1,24,1,1,3.93424657534
2,3012,1,16,0,1,4.3095890411
2,3013,1,9,0,0,4.5397260274
2,3014,1,27,1,0,3.15616438356
2,3015,0,9,0,1,4.04383561644
2,3016,0,10,0,1,4.02739726028
2,3017,0,20,1,1,4.05753424658
2,3018,0,20,1,1,3.22191780822
2,3019,0,10,0,0,4.23561643836
2,3021,0,8,0,0,4.41095890411
2,3022,0,20,1,0,4.6493150685
2,3030,0,26,1,0,3.9095890411
2,3031,0,0,0,0,4.71220151209
2,3032,0,14,0,1,3.57260273973
2,3033,0,15,0,1,3.51506849315
2,3034,0,6,0,1,4.8597424957
2,3036,0,4,0,0,4.81056216783
2,3037,0,5,0,0,4.37534246576
2,3045,1,41,1,1,3.06575342466
2,3046,1,5,0,0,3.15342465754
2,3047,0,3,0,0,3.73150684932
2,3048,0,2,0,0,3.65479452055
2,3051,0,10,0,0,4.7641140804
2,3052,0,20,1,0,3.98630136987
2,3053,0,5,0,1,4.38356164384
2,3054,0,12,0,1,3.92876712329
2,3057,1,12,0,1,4.34520547945
2,3058,1,7,0,1,4.68214686728
2,3059,1,6,0,0,4.24383561644
2,3060,1,9,0,0,4.57534246576
2,3061,1,5,0,1,4.51780821918
2,3062,1,5,0,1,4.80509768696
2,3063,1,6,0,0,4.21369863014
2,3064,1,11,0,1,3.4493150685
2,3065,1,6,0,0,4.77777528258
2,3066,1,8,0,1,3.31506849315
2,3067,1,12,0,0,3.29863013699
2,3068,1,8,0,0,3.56164383562
2,3109,1,6,0,1,4.52876712329
2,3119,0,4,0,0,4.67668238641
2,3121,1,12,0,0,4.57534246576
2,3128,1,6,0,1,4.36438356165
2,3130,1,12,0,0,4.34794520548
2,3132,1,41,1,0,4.11232876713
2,3133,1,9,0,1,4.09863013699
2,3136,1,12,0,1,4.76684632083
2,3139,0,6,0,1,4.59452054795
2,3140,0,3,0,0,4.67941462685
2,3141,0,5,0,0,4.18904109589
2,3148,0,5,0,0,5.09744741373
2,3149,1,15,0,1,4.50684931507
2,3150,1,20,1,1,4.03561643836
2,3151,1,28,1,0,4.69580806947
2,3152,1,10,0,0,4.26849315069
2,3155,1,20,1,1,3.28493150685
2,3156,1,10,0,0,3.23561643836
2,3163,0,5,0,0,3.25205479452
2,3166,1,20,1,1,3.67123287671
2,3167,1,12,0,0,4.64383561644
2,3168,1,8,0,1,4.46849315069
2,3182,0,15,0,0,4.2493150685
2,3189,0,4,0,1,3.52602739726
2,3197,1,12,0,1,4.13424657534
2,3198,1,8,0,0,3.90136986302
2,3199,1,6,0,0,3.86849315069
2,3200,1,14,0,1,3.61095890411
2,3210,0,21,1,1,4.5397260274
2,3212,0,13,0,0,4.8597424957
2,3218,1,5,0,1,4.20821917808
2,3219,0,6,0,1,4.09863013699
2,3221,0,9,0,0,4.15342465754
2,3227,0,8,0,0,4.69854030991
2,3229,0,10,0,1,4.73679167603
2,3238,1,2,0,1,3.84657534247
2,3239,1,5,0,0,4.69580806947
2,3245,1,3,0,1,3.07397260274
2,3246,1,3,0,1,4.79690096564
2,3247,1,6,0,1,4.03835616439
2,3248,1,10,0,1,4.61369863014
2,3249,1,6,0,0,4.77231080171
2,3250,1,7,0,0,4.31506849315
2,3286,0,18,1,1,4.63561643836
2,3287,0,20,1,1,3.41917808219
2,3288,0,2,0,0,4.2
2,3291,0,9,0,0,4.24657534247
2,3300,1,26,1,1,4.59452054795
2,3301,1,9,0,1,4.29041095891
2,3302,1,12,0,0,4.78323976346
2,3327,1,3,0,1,4.8378845722
2,3329,1,4,0,0,4.77504304215
2,3330,1,4,0,0,4.08767123288
2,3332,1,4,0,0,4.12876712329
2,3334,0,23,1,0,4.11780821918
2,3336,0,28,1,1,4.30410958904
2,3417,0,4,0,0,4.76957856127
2,3418,0,12,0,1,4.08767123288
2,3419,0,7,0,1,3.34794520548
2,3420,0,6,0,0,3.8794520548
2,3440,0,2,0,1,3.82739726028
2,3441,0,5,0,0,4.46027397261
2,3459,1,4,0,1,3.8794520548
2,3460,1,5,0,0,4.25205479452
2,3461,1,25,1,1,4.1095890411
2,3462,1,5,0,1,4.78870424433
2,3469,0,4,0,1,4.07397260274
2,3470,0,4,0,0,4.33424657534
2,3486,1,3,0,1,4.40821917808
2,3489,1,2,0,0,4.91711954488
2,3490,1,3,0,0,4.21095890411
2,3492,1,6,0,1,4.94170970881
2,3494,0,21,1,1,4.70946927165
2,3496,0,7,0,1,3.61917808219
2,3505,1,26,1,1,4.39178082192
2,3506,1,17,0,1,4.39452054795
2,3507,1,15,0,0,4.35616438356
2,3508,1,17,0,0,4.75318511865
2,3511,1,4,0,0,4.20821917808
2,3512,1,3,0,1,4.75045287821
2,3513,1,5,0,0,4.02739726028
2,3514,1,9,0,1,4.42739726028
2,3532,0,11,0,1,4.46027397261
2,3534,0,16,0,0,3.6301369863
2,3559,1,9,0,1,3.62739726028
2,3560,1,2,0,1,4.35342465754
2,3561,1,4,0,0,4.42739726028
2,3563,0,7,0,1,4.23835616439
2,3564,0,9,0,0,4.29863013699
2,3566,0,5,0,0,4.19178082192
2,3567,0,7,0,0,4.12328767124
2,3572,1,5,0,1,4.65753424658
2,3574,1,5,0,1,4.39178082192
2,3576,1,5,0,0,4.6
2,3578,1,8,0,0,4.0301369863
2,3590,1,32,1,1,4.58630136987
2,3591,1,19,1,1,4.52602739726
2,3592,1,25,1,0,4.77231080171
2,3594,1,14,0,0,4.33698630137
2,3616,1,2,0,1,4.09041095891
2,3617,1,4,0,1,4.35068493151
2,3618,1,0,0,0,4.06575342466
2,3619,1,21,1,0,4.75591735909
2,3620,1,3,0,1,4.2
2,3621,1,10,0,1,4.43287671233
2,3622,1,16,0,0,4.11232876713
2,3623,1,27,1,0,4.29041095891
2,3624,1,10,0,1,4.60821917808
2,3625,1,8,0,1,4.62465753425
2,3626,1,20,1,0,4.0301369863
2,3627,1,6,0,0,4.10410958904
2,3629,0,5,0,1,4.21643835617
2,3631,0,10,0,0,4.1397260274
2,3632,0,5,0,0,4.44657534247
2,3633,0,5,0,1,4.16438356165
2,3643,0,10,0,0,4.21369863014
2,3645,0,8,0,0,3.75342465754
2,3647,0,14,0,1,4.64109589041
2,3650,0,8,0,1,3.4794520548
2,3687,0,35,1,0,4.49863013699
2,3689,0,12,0,0,4.43835616439
2,3728,0,5,0,1,4.67121790553
2,3729,0,5,0,0,4.67121790553
2,3731,0,10,0,0,4.18904109589
2,3732,1,5,0,0,4.60547945206
2,3733,1,5,0,1,4.44657534247
2,3734,1,4,0,1,4.68761134816
2,3735,1,6,0,0,4.44657534247
2,3736,0,4,0,0,4.53150684932
2,3737,0,5,0,1,4.06575342466
2,3738,0,41,1,1,4.4301369863
2,3740,0,18,1,1,4.02191780822
2,3741,0,4,0,1,4.06301369863
2,3742,0,17,0,0,4.03835616439
2,3743,0,15,0,0,4
2,3761,1,15,0,1,4.75318511865
2,3762,1,19,1,1,4.82695561045
2,3763,1,22,1,0,3.83561643836
2,3764,1,14,0,0,3.8301369863
2,3771,1,7,0,1,3.50684931507
2,3781,0,7,0,0,4.7422561569
2,3782,0,7,0,1,4.38630136987
2,3800,1,5,0,0,4.82422337002
2,3804,0,4,0,1,4.5095890411
2,3806,0,7,0,0,4.42191780822
2,3807,0,9,0,1,4.3095890411
2,3810,0,20,1,0,4.63561643836
2,3812,0,1,0,1,4.32054794521
2,3813,0,1,0,1,4.26027397261
2,3814,0,9,0,0,4.38356164384
2,3815,0,9,0,0,4.1095890411
2,3827,1,20,1,1,4.2493150685
2,3829,1,26,1,1,4.12602739726
2,3832,1,10,0,1,3.96164383562
2,3833,1,7,0,1,3.87397260274
2,3834,1,8,0,0,4.77231080171
2,3835,1,12,0,0,3.94520547945
2,3836,1,4,0,1,4.46849315069
2,3837,1,4,0,1,4.58356164384
2,3838,1,25,1,0,3.88767123288
2,3839,1,10,0,0,4.79143648477
2,3840,0,13,0,0,4.61643835617
2,3841,0,5,0,0,4.59726027398
2,3842,0,24,1,1,4.38082191781
2,3843,0,6,0,1,4.41917808219
2,3853,1,5,0,1,4.73405943559
2,3854,1,4,0,1,4.61643835617
2,3855,1,10,0,0,4.2493150685
2,3856,1,2,0,0,4.01095890411
2,3861,0,10,0,0,3.00821917808
2,3863,0,11,0,0,4.35342465754
2,3865,1,12,0,1,3.69041095891
2,3866,1,13,0,0,3.94794520548
2,3870,0,9,0,0,3.57808219178
2,3871,1,6,0,0,4.51780821918
2,3872,1,3,0,1,4.51780821918
2,3873,1,10,0,1,4.31506849315
2,3874,1,5,0,0,4.38082191781
2,3893,0,14,0,0,4.6
2,3895,0,7,0,1,4.14520547945
2,3896,0,6,0,1,3.91232876713
2,3897,1,20,1,1,4.13424657534
2,3898,1,7,0,0,3.78630136987
2,3900,0,3,0,0,4.6493150685
2,3908,1,10,0,1,4.67395014597
2,3911,1,8,0,0,4.42739726028
2,3965,0,5,0,1,4.47397260274
2,3966,0,6,0,1,4.64657534247
2,3967,0,10,0,0,4.61095890411
2,3968,0,20,1,0,4.39178082192
2,3975,0,13,0,0,3.54520547945
2,3977,0,19,1,1,3.46027397261
2,3978,0,23,1,1,3.51780821918
2,3979,0,11,0,0,3.54794520548
2,4033,0,10,0,1,4.65479452055
2,4034,0,10,0,1,4.04109589041
2,4035,0,15,0,0,4.35342465754
2,4036,0,17,0,0,4.46575342466
2,4054,0,22,1,1,4.34246575343
2,4055,0,14,0,1,4.08493150685
2,4056,0,11,0,0,4.13698630137
2,4057,0,9,0,0,4.58630136987
2,4082,1,5,0,0,4.06575342466
2,4083,1,8,0,0,4.09589041096
2,4084,1,15,0,1,4.16438356165
2,4085,1,6,0,1,4.67668238641
2,4096,0,7,0,1,3.69315068493
2,4097,0,5,0,1,3.91232876713
2,4099,0,13,0,0,3.62191780822
2,4105,0,20,1,0,3.63287671233
2,4110,1,20,1,1,4.39452054795
2,4111,0,6,0,1,4.4301369863
2,4112,0,6,0,0,4.46849315069
2,4113,0,20,1,1,4.55068493151
2,4114,0,13,0,0,4.09041095891
2,4151,0,13,0,1,4.02191780822
2,4152,0,6,0,1,4.14520547945
2,4153,0,3,0,1,4.82422337002
2,4154,0,3,0,0,4.88433265963
2,4169,1,5,0,1,4.1397260274
2,4170,1,9,0,1,4.69034358859
2,4171,1,13,0,0,4.61643835617
2,4172,1,6,0,0,4.12602739726
2,4180,1,3,0,0,2.97808219178
2,4182,1,2,0,0,4.58356164384
2,4183,1,2,0,1,4.38630136987
2,4203,0,41,1,0,4.13698630137
2,4224,0,41,1,1,3.7397260274
2,4225,0,5,0,0,3.48767123288
2,4226,0,12,0,0,3.98904109589
2,4261,0,21,1,1,3.4794520548
2,4306,0,7,0,1,4.72586271428
2,4307,0,5,0,0,4.46849315069
2,4308,0,10,0,0,4.66301369863
2,4316,1,13,0,0,3.17260273973
2,4317,1,5,0,1,3.31506849315
2,4318,1,17,0,1,3.53698630137
2,4320,0,8,0,0,4.6301369863
2,4321,0,12,0,1,4.69854030991
2,4322,0,9,0,1,4.11780821918
2,4361,0,7,0,1,3.18082191781
2,4362,0,5,0,0,4.21369863014
2,4363,0,10,0,1,4.01917808219
2,4364,0,6,0,0,4.17260273973
2,4394,0,22,1,0,4.05479452055
2,4535,1,24,1,1,3.3397260274
2,4545,1,8,0,0,3.85205479452
2,4546,1,4,0,1,2.7698630137
2,4547,1,7,0,0,4.02191780822
2,4548,1,3,0,0,4.45753424658
2,4655,1,7,0,1,3.30136986302
2,4786,1,8,0,1,4.84061681264
2,4787,1,15,0,1,4.77231080171
2,4788,1,13,0,0,4.10136986302
2,4808,1,6,0,1,4.17808219178
2,4810,1,18,1,1,4.35616438356
2,4811,1,5,0,1,4.20821917808
2,4816,0,9,0,1,4.64383561644
2,4817,0,4,0,0,4.97996107493
2,4818,0,9,0,0,4.54246575343
2,4819,0,5,0,1,3.86849315069
2,4823,0,10,0,0,4.48767123288
2,4824,0,12,0,0,4.2
2,4825,0,20,1,1,4.61369863014
2,4827,1,17,0,1,4.11232876713
2,4828,1,10,0,0,4.03835616439
2,4829,1,10,0,1,4.67395014597
2,4841,1,11,0,1,4.32054794521
2,4842,1,8,0,1,4.99635451756
2,4843,1,9,0,0,3.9698630137
2,4844,1,9,0,0,4.74498839734
2,4868,0,65,1,1,4.29041095891
2,4890,1,10,0,0,3.33424657534
2,4913,1,8,0,1,4.18082191781
2,5139,1,10,0,1,3.65753424658
2,5140,1,10,0,0,3.84657534247
2,5141,1,5,0,0,4.84881353395
2,5152,1,12,0,0,4.62465753425
2,5209,0,8,0,0,3.34794520548
